,id_left,text_left,id_right,text_right,label
190,Q26,how did anne frank die,D26-7,"By the beginning of 1940, they were trapped in Amsterdam by the Nazi occupation of the Netherlands.",0.0
191,Q26,how did anne frank die,D26-8,"As persecutions of the Jewish population increased in July 1942, the family went into hiding in the hidden rooms of Anne's father, Otto Frank 's, office building.",0.0
192,Q26,how did anne frank die,D26-9,"After two years, the group was betrayed and transported to concentration camps .",0.0
193,Q26,how did anne frank die,D26-10,"Anne Frank and her sister, Margot , were eventually transferred to the Bergen-Belsen concentration camp , where they died of typhus in March 1945.",1.0
194,Q26,how did anne frank die,D26-11,"Otto Frank, the only survivor of the family, returned to Amsterdam after the war to find that Anne's diary had been saved, and his efforts led to its publication in 1947.",0.0
195,Q26,how did anne frank die,D26-12,It was translated from its original Dutch and first published in English in 1952 as The Diary of a Young Girl .,0.0
196,Q26,how did anne frank die,D26-13,It has since been translated into many languages.,0.0
197,Q26,how did anne frank die,D26-14,"The diary, which was given to Anne on her 13th birthday, chronicles her life from 12 June 1942 until 1 August 1944.",0.0
198,Q27,how old is kurt cobain's daughter,D27-0,Kurt's signature,0.0
199,Q27,how old is kurt cobain's daughter,D27-1,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American musician and artist , best known as the lead singer , guitarist and primary songwriter of the grunge band Nirvana .",0.0
200,Q27,how old is kurt cobain's daughter,D27-2,"Cobain formed Nirvana with Krist Novoselic in Aberdeen, Washington in 1985 and established it as part of the Seattle music scene, having its debut album Bleach released on the independent record label Sub Pop in 1989.",0.0
201,Q27,how old is kurt cobain's daughter,D27-3,"After signing with major label DGC Records , the band found breakthrough success with "" Smells Like Teen Spirit "" from its second album Nevermind (1991).",0.0
202,Q27,how old is kurt cobain's daughter,D27-4,"Following the success of Nevermind, Nirvana was labeled ""the flagship band"" of Generation X , and Cobain hailed as ""the spokesman of a generation"".",0.0
203,Q27,how old is kurt cobain's daughter,D27-5,"Cobain, however, was often uncomfortable and frustrated, believing his message and artistic vision to have been misinterpreted by the public, with his personal issues often subject to media attention.",0.0
204,Q27,how old is kurt cobain's daughter,D27-6,He challenged Nirvana's audience with its final studio album In Utero (1993).,0.0
205,Q27,how old is kurt cobain's daughter,D27-7,"During the last years of his life, Cobain struggled with heroin addiction , illness and depression.",0.0
206,Q27,how old is kurt cobain's daughter,D27-8,"He also had difficulty coping with his fame and public image, and the professional and lifelong personal pressures surrounding himself and his wife, musician Courtney Love .",0.0
207,Q27,how old is kurt cobain's daughter,D27-9,"On April 8, 1994, Cobain was found dead at his home in Seattle , the victim of what was officially ruled a suicide by a self-inflicted shotgun wound to the head.",0.0
208,Q27,how old is kurt cobain's daughter,D27-10,The circumstances of his death at age 27 have become a topic of public fascination and debate.,0.0
209,Q27,how old is kurt cobain's daughter,D27-11,"Since their debut, Nirvana, with Cobain as a songwriter, has sold over 25 million albums in the U.S., and over 50 million worldwide.",0.0
210,Q28,how are aircraft radial engines built,D28-0,Radial engine timing and cam mechanism.,0.0
211,Q28,how are aircraft radial engines built,D28-1,Click for full resolution animation.,0.0
212,Q28,how are aircraft radial engines built,D28-2,Radial engine of a biplane,0.0
213,Q28,how are aircraft radial engines built,D28-3,"Master rod (upright), slaves and balances from a two-row, fourteen-cylinder Pratt & Whitney Twin Wasp",0.0
214,Q28,how are aircraft radial engines built,D28-4,The radial engine is a reciprocating type internal combustion engine configuration in which the cylinders point outward from a central crankshaft like the spokes of a wheel.,1.0
215,Q28,how are aircraft radial engines built,D28-5,"It resembles a stylized star when viewed from the front, and is called a ""star engine"" ( German Sternmotor) in some languages.",0.0
216,Q28,how are aircraft radial engines built,D28-6,The radial configuration was very commonly used in aircraft engines before turbine engines became predominant.,0.0
217,Q29,how old were golden girls at time of show,D29-0,"The Golden Girls is an American sitcom, created by Susan Harris , that originally aired on NBC from September 13, 1985, to May 9, 1992.",0.0
218,Q29,how old were golden girls at time of show,D29-1,"Starring Bea Arthur , Betty White , Rue McClanahan and Estelle Getty , the show centers on four older women sharing a home in Miami , Florida.",0.0
219,Q29,how old were golden girls at time of show,D29-2,"It was produced by Witt/Thomas/Harris Productions , in association with Touchstone Television , and Paul Junger Witt , Tony Thomas , and Harris served as the original executive producers.",0.0
220,Q29,how old were golden girls at time of show,D29-3,"The Golden Girls received critical acclaim throughout most of its run and won several awards, including the Primetime Emmy Award for Outstanding Comedy Series twice.",0.0
221,Q29,how old were golden girls at time of show,D29-4,It also won three Golden Globe Awards for Best Television Series – Musical or Comedy .,0.0
222,Q29,how old were golden girls at time of show,D29-5,All four stars each received an Emmy Award throughout the series' run and had multiple nominations.,0.0
223,Q29,how old were golden girls at time of show,D29-6,The series also ranked among the top ten highest-rated programs for six out of its seven seasons.,0.0
224,Q30,how deep can be drill for deep underwater,D30-0,Deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet.,1.0
225,Q30,how deep can be drill for deep underwater,D30-1,"By this definition, there are approximately 600 deepwater wells in the Gulf of Mexico.",0.0
226,Q30,how deep can be drill for deep underwater,D30-2,"It has been economically infeasible for many years, but with rising oil prices, more companies are investing in this area.",0.0
227,Q30,how deep can be drill for deep underwater,D30-3,"Major companies working in this sector include Diamond Offshore , TransOcean , and Baker Hughes .",0.0
228,Q30,how deep can be drill for deep underwater,D30-4,There are basically two kinds of mobile deepwater drilling rigs: semi-submersible drilling rigs and drillships .,0.0
229,Q30,how deep can be drill for deep underwater,D30-5,Drilling can also be performed from a fixed-position installation such as a floating spar (platform) or tension-leg platform.,0.0
230,Q30,how deep can be drill for deep underwater,D30-6,Recent industry analysis has estimated that the total expenditure in the global deepwater infrastructure market will reach $145bn in 2011.,0.0
231,Q30,how deep can be drill for deep underwater,D30-7,“Not all oil is accessible on land or in shallow water.,0.0
232,Q30,how deep can be drill for deep underwater,D30-8,"You can find some oil deposits buried deep under the ocean floor.” ...Using sonic equipment, oil companies determine the drilling sites most likely to produce oil.",0.0
233,Q30,how deep can be drill for deep underwater,D30-9,Then they use a mobile offshore drilling unit (MODU) to dig the initial well.,0.0
234,Q30,how deep can be drill for deep underwater,D30-10,"Some units are converted into production rigs, meaning they switch from drilling for oil to capturing oil once it's found.",0.0
235,Q30,how deep can be drill for deep underwater,D30-11,"Most of the time, the oil company will replace the MODU with a more permanent oil production rig to capture oil.” ...The MODU's job is to drill down into the ocean's floor to find oil deposits.",0.0
236,Q30,how deep can be drill for deep underwater,D30-12,The part of the drill that extends below the deck and through the water is called the riser.,0.0
237,Q30,how deep can be drill for deep underwater,D30-13,The riser allows for drilling fluids to move between the floor and the rig.,0.0
238,Q30,how deep can be drill for deep underwater,D30-14,Engineers lower a drill string -- a series of pipes designed to drill down to the oil deposit -- through the riser.”,0.0
239,Q30,how deep can be drill for deep underwater,D30-15,“The expansion of deepwater drilling is happening despite accidents in offshore fields...”,0.0
240,Q30,how deep can be drill for deep underwater,D30-16,In 2010 a large explosion occurred killing 11 workers and spilling millions of gallons of oil into the Gulf of Mexico while a BP oil rig was drilling in deep waters.,0.0
241,Q30,how deep can be drill for deep underwater,D30-17,"“...Despite the risks, the deepwater drilling trend is spreading in the Mediterranean and off the coast of East Africa after a string of huge discoveries of natural gas.”",0.0
